Country Name,Country Code,Group,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Birth rate, crude (per 1,000 people)","Compulsory education, duration (years)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",Current health expenditure (% of GDP),"Death rate, crude (per 1,000 people)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","Fertility rate, total (births per woman)",GDP (current US$),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),"Government expenditure on education, total (% of GDP)","Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)","Mortality rate, infant (per 1,000 live births)",Out-of-pocket expenditure (% of current health expenditure),People using at least basic drinking water services (% of population),People using at least basic sanitation services (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,Population density (people per sq. km of land area),Population growth (annual %),"Preprimary education, duration (years)","Primary education, duration (years)","Probability of dying among adolescents ages 10-14 years (per 1,000)","Probability of dying among adolescents ages 15-19 years (per 1,000)","Probability of dying among children ages 5-9 years (per 1,000)","Probability of dying among youth ages 20-24 years (per 1,000)",Rule of Law: Estimate,"School enrollment, preprimary (% gross)","School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)","Secondary education, duration (years)","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Urban population (% of total population),Urban population growth (annual %),Voice and Accountability: Estimate,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
Cuba,CUB,country,94,99.8,52.618,45.46396621,9.752,9,1.730778,11.08496857,9.861,17.46173,16.952,65.58624,55.558,39.458,1.551,1.03E+11,-0.164839982,9139.415856,-0.062973104,9.05E-06,99,99,67.97080866,5.5,40.781,56.233,5347554,77.611,99.75,4.2,10.85016251,94.14848234,90.65619033,0.603123069,109.0240559,-0.101983052,6,6,1,2,0.9,2.7,-0.325435102,97.22908783,102.8671417,100.3396225,44.25410843,6,6.01384,1.2,3.245,77.109,-0.008560069,-1.440624952,22.404928,72.26299
Curacao,CUW,country,100,100,23.148,45.71082174,10.1,14,null,null,8.8,null,null,null,null,null,1.6,2995185475,-3.371799181,19024.17715,-2.20875753,6.39694643,null,null,68,2.622207834,null,null,null,null,null,null,null,99.5,98.95,null,354.5968468,-1.196439518,2,6,null,null,null,null,null,94,138.6894684,null,16.10144043,6,null,null,null,89.098,-1.248966883,null,null,null
Cyprus,CYP,country,100,100,6.955,42.60452194,10.794,10,0.7991348,6.94943047,6.769,2.410654,18.43476,79.15459,58.509,32.419,1.332,25945194240,5.529428549,29417.92188,4.107459811,5.250639915,96,86,86.06362996,0.250370997,38.824,62.96,649712,81.397,99.1,2.3,32.12443161,99.76519236,99.39581599,0.557369947,132.9909091,0.81751772,6,6,0.6,1.1,0.6,1.9,0.754275918,87.14402771,100.4776993,100.8504333,88.48532867,6,8.05289,7.07,16.497,66.805,0.810045861,1.048578501,11.7125848,86.3468
Czechia,CZE,country,100,100,9.851,55.48237202,10.5,10,0.4936807,7.60487127,10.5,2.66376,37.24993,60.08629,59.166,28.041,1.71,2.53E+11,3.029878663,23664.84786,2.624956267,4.543379784,97,92,80.86694441,2.847875959,29.709,60.38,5421467,79.22926829,99,2.4,14.09247494,99.88046889,99.13713453,0.943887472,138.2268103,0.393788864,3,5,0.5,1.4,0.4,2.3,1.046309829,113.3944092,100.296669,101.3015518,65.58698273,8,13.28805,2.01,5.615,73.921,0.568457639,0.835772932,13.7726307,83.19904
Denmark,DNK,country,100,100,2.123,56.72030367,10.5,10,0.3832164,10.12139606,9.3,2.222975,18.54599,79.23107,59.239,54.987,1.7,3.46E+11,1.493486959,59592.98069,1.130657494,6.888579845,97,96,98.04643475,0.758131573,61.129,62.37,3032098,81.45121951,99,3.3,13.79444122,100,99.5972319,0.995625198,145.36055,0.358130916,6,7,0.4,0.9,0.3,1.5,1.868053913,101.3275833,100.2676697,129.885025,81.83975983,6,9.40172,5.02,10.047,87.994,0.494581335,1.545183182,4.9386524,91.66127
Djibouti,DJI,country,9.2,64.7,22.716,56.43225025,22.748,10,1.167818,2.01711535,8.421,1.203609,5.8795,92.91631,23.605,3.695,2.891,3088853639,5.5451306,2876.043664,3.894529187,3.63,85,83,59.34196605,3.319253727,14.162,32.035,235094,63.085,68,48.7,31.23415756,75.99574636,66.63823975,-0.35114947,46.33278689,1.576239752,2,5,5.4,10.7,7.8,15.9,-0.930672646,9.180319786,75.28794098,51.97055054,5.35,7,0.40234,26.315,73.91,77.915,1.753448511,-1.423683882,47.462028,48.28175
Dominica,DMA,country,89.6,99.92,39.325,41.92131929,13.272,12,null,5.13174009,8.369,null,null,null,null,null,1.611,611537037,5.502483437,8561.587011,4.608870253,5.576189995,99,92,73.38194848,1.504623539,null,null,null,73.559,94,31.3,33.85964203,95.42,80.37,1.06745708,95.23733333,0.850614263,5,7,1.6,1.9,1.5,4.7,0.735084474,85.81477356,100.3757629,101.0598526,7.23,5,6.09709,null,null,70.786,1.279886897,0.868815124,null,null
Dominican Republic,DOM,country,90.9,99,78.455,53.03876401,19.291,15,1.551895,4.23948717,6.006,8.786791,18.77076,72.44247,60.88,38.215,2.344,88941371980,5.05216802,8173.344646,3.928931727,4.042769909,89,96,79.71545398,1.81060377,45.267,64.89,5091385,73.577,93.8,28.3,27.94108391,96.14011415,87.20310838,0.005306914,228.9428373,1.074974829,3,6,1.7,4.2,1.7,8.4,-0.305115938,57.13376999,112.2282104,81.59329224,61.16122818,6,6.76339,6.18,15.578,81.828,2.000682301,0.180307701,38.564485,58.2319
Ecuador,ECU,country,94.5,99.09,67.77,52.29278094,17.338,15,13.05622,7.81824636,4.913,29.74193,17.21408,53.04398,63.659,40.104,2.088,1.08E+11,0.012105103,6233.258167,-1.879688207,4.225659847,85,83,59.2,0.266012515,43.94,66.18,8387366,77.297,93,11.5,30.87841606,95.01122463,90.00324066,-0.232956856,69.83306491,1.909683263,3,6,1.4,3.3,1.2,5.5,-0.524804235,62.98297119,101.1975479,100.5680771,47.94522858,6,3.25713,3.81,8.73,63.986,2.167881184,0.032742959,48.39941,48.77111
"Egypt, Arab Rep.",EGY,country,99.9,100,46.431,61.21877278,23.568,12,6.41489,4.83619261,5.581,21.1478,28.60928,50.24291,38.887,18.087,3.001,3.19E+11,5.552093072,3017.258336,3.675370831,2.609999895,95,95,57.2828664,9.152799593,22.81,42.2,29708924,71.358,71.2,17.3,62.50626373,98.76141522,97.20055826,-1.11419189,106.1014325,1.794002125,2,6,2.1,3.6,2.2,3.9,-0.318304539,29.2698307,106.4095612,89.48068237,38.90494919,6,0.14772,7.851,20.707,42.73,1.854868207,-1.444456816,19.50698,71.09994
El Salvador,SLV,country,90.7,97.36,57.808,52.53743778,16.416,15,5.697906,8.502141,7.451,16.29396,22.50861,61.19739,57.279,39.73,1.838,26881140000,2.455645599,4280.288404,2.392428735,3.385159969,81,82,50.49119407,0.075324135,43.956,59.771,2762085,72.559,89.13791656,11.5,36.01626587,97.82034809,86.82160581,-0.106418103,303.0992761,0.061720733,7,6,2.4,5.9,1.3,7.8,-0.847973704,63.18,90.31,68.67,29.9244194,6,3.28108,4.17,9.614,72.746,1.060564674,0.119141504,34.602856,60.87211
Equatorial Guinea,GNQ,country,24,66.57125092,148.872,72.50984997,31.874,6,5.496683,3.0297935,8.582,55.74711,13.55154,30.70115,51.044,23.535,4.429,11364133546,-5.481825379,7317.390024,-8.582057,2.19,53,53,49.13366302,1.53027529,27.997,55.65,528292,61.644,95.3,60.4,75.40167236,64.67,66.31,-0.156219751,55.36652406,3.335036794,6,6,6.9,11.3,9.6,14.2,-1.279205203,43.36,61.78,26.07,1.85,6,6.94451,8.277,15.939,72.627,4.00365647,-1.879902482,77.856633,13.13962
Eritrea,ERI,country,11.1,50.27040863,65.921,81.82048251,28.941,8,29.70141,4.45916176,6.309,62.18325,8.404799,29.41195,73.541,62.32,3.997,1982000000,3.84,566.73,-2.7,2.13,95,93,8.832308384,-14.4,69.095,77.989,1609065,67.3,76.57051849,30.5,43.19180298,51.85,11.94,-0.698492646,28.89661565,1.539273546,2,5,3.8,8.3,3.7,12.8,-1.621500492,23.8528347,68.61849213,46.44079208,3.36,7,1.22926,5.704,9.805,40.712,3.10382465,-2.206442118,84.86754,13.82157
Estonia,EST,country,100,100,8.687,57.07656503,10.6,9,0.1831639,6.82277584,11.6,3.167165,28.70275,68.13008,60.309,38.404,1.66,31081901909,3.739706682,23424.48471,3.354972439,5.301909924,91,88,90.2289282,2.277259312,43.453,63.158,700314,78.64634146,99.8,1.8,24.0690937,99.98728731,99.07715838,0.633256257,31.03854971,0.371554389,7,6,0.6,1.8,0.5,2.2,1.274343967,94.31176758,97.92819214,115.6051178,74.231987,6,11.26302,4.51,11.619,69.051,0.61944107,1.181058049,6.4451259,89.00897
Eswatini,SWZ,country,54.7,77.03039551,71.813,65.92326418,25.118,7,2.260526,6.74539423,8.923,12.40624,24.04063,63.55314,39.271,12.631,2.921,4466214522,2.692168293,3818.540425,1.885724139,5.645549774,90,81,54.0343672,2.598016203,23.95,50.858,381377,60.549,88.41938019,43.9,10.58059025,70.4275346,64.52143144,-0.274552852,68.00075581,0.788402228,3,7,1.8,9.9,10,14.8,-0.460595191,27.43,114.4562912,82.41,6.75,5,8.09183,22.782,47.262,23.981,1.550362947,-1.342563987,32.758096,65.12909
Ethiopia,ETH,country,6.2,48.04761887,71.691,77.90293933,33.123,8,35.77201,3.23382378,6.439,63.89353,9.800986,26.30548,77.974,66.86,4.323,95912607970,8.364085699,840.4496034,5.523810568,4.480868816,68,58,16.15232553,15.80963217,70.528,80.567,54535675,65.838,51.8,36.6,37.9252243,47.25397856,8.652039161,-1.305072784,101.1195648,2.656010133,3,6,3.2,8,4.7,8.7,-0.468411416,34.98442841,97.17321777,34.94,10.42656994,6,3.36259,3.219,5.201,21.225,4.856728303,-1.059239984,84.62408,14.90036
Faroe Islands,FRO,country,null,100,9.257,62.33509235,13.2,9,null,null,8,null,null,null,null,null,2.408,3275684065,4.952850177,63382.75314,3.478502366,7.640100002,null,null,97.58,-0.3,null,null,null,82.94634146,null,null,null,100,90.88,null,37.02077364,1.414731885,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.225,1.794018894,null,null,null
Fiji,FJI,country,47.9,96.09404755,27.206,53.33510297,19.962,10,16.2533,3.81606841,7.941,29.38256,14.10426,56.51318,54.886,32.633,2.519,5481692622,-0.581946709,5968.319557,-0.524469303,5.067880154,99,96,77.18669679,1.773101825,38.599,57.437,372229,67.893,99.1,22.6,13.19460773,95.38331405,93.70994117,0.777670383,50.27175698,-0.057797147,3,6,2.7,4.1,2.2,6.1,0.466517687,35.49465179,116.4591064,79.60799408,53.49316025,7,3.44896,4.442,15.455,56.75,0.83071645,0.021420652,31.20941,67.56538
Finland,FIN,country,100,100,4.092,61.12668897,8.3,10,0.3930844,9.17165565,9.8,3.778296,21.64023,74.58147,55.421,44.688,1.35,2.69E+11,1.224748922,48629.85823,1.113269092,6.417109966,91,96,89.60738511,1.02409393,53.896,59.395,2758855,81.98292683,100,1.9,17.42399406,100,99.44796506,0.851656735,18.16736091,0.11019169,6,6,0.4,1.8,0.3,2.9,2.048781872,87.29061127,99.91573334,145.318985,92.95500946,6,9.15577,6.69,17.084,85.446,0.185101615,1.564850807,9.6766984,86.54237
France,FRA,country,100,100,9.662,62.27974038,11.2,10,0.2903287,11.09835148,9.1,2.515296,20.392,77.0927,50.622,29.61,1.86,2.73E+12,1.842971814,40494.89829,1.495898988,5.354430199,96,92,83.33974409,1.108254923,36.787,55.27,30652293,82.82682927,93,3.4,9.458951,100,98.64841455,0.29938224,123.0702941,0.341374143,3,5,0.4,1,0.4,1.9,1.400214791,106.2360229,102.5394821,104.2929916,68.35790253,7,11.30123,8.41,19.509,80.709,0.670255811,1.116400361,7.8800037,87.86746
French Polynesia,PYF,country,100,100,33.953,45.61668594,13.088,12,0.278394,null,3.391,2.147984,14.86102,82.991,49.485,25.72,1.712,6022276207,2.690422798,20093.20862,1.967142229,null,null,null,73,null,39.241,56.32,130820,82.996,null,null,null,100,97.00338108,null,86.34889081,0.706823206,null,5,null,null,null,null,null,100.34,null,null,null,7,null,12.135,34.457,61.897,0.808581602,null,12.471184,84.12719
Gabon,GAB,country,88.8,90.3191452,94.797,68.05746425,28.354,10,0.9632647,2.76836324,6.856,29.99991,15.26241,54.7375,38.584,11.531,3.615,16874405460,3.920808795,7523.862278,1.56821092,2.73232007,70,62,68.68550299,2.464567562,18.011,48.652,691827,66.603,84.66716003,31.2,23.08802223,85.98402117,49.78482468,-0.07426174,8.704098265,2.289855365,3,5,6.9,7.1,5.5,8.4,-0.738471806,42.98664856,107.8582916,73.0632019,21.06587029,7,7.33414,20.695,35.976,89.741,2.704146114,-1.042916536,31.8836047,65.5266
"Gambia, The",GMB,country,1.8,62.1,65.844,87.88965143,34.281,9,10.27297,3.158566,6.999,48.70561,7.014725,44.27979,58.307,38.144,4.869,1813609679,6.22205316,722.875351,3.513793718,2.788929939,88,85,28.80487199,7.115676256,41.135,60.85,850208,63.755,50.8,35.8,20.21388626,83.89902078,47.20140933,0.224721387,247.9133399,2.582686766,5,6,4.8,8.2,5.7,10.8,-0.388973624,43.24927139,101.6599731,50.13,2.72,6,1.11406,4.18,7.272,61.931,3.655721232,-0.250296623,71.06296,27.22666
Georgia,GEO,country,87.6,100,30.968,54.09702225,13.451,9,17.79415,6.65744209,12.88,38.1471,14.26045,47.59245,55.649,26.656,2.011,17470436259,4.982350475,4696.150586,5.162618817,3.808640003,94,99,68.84671356,4.852898217,38.086,62.93,1856196,73.47,99.55844116,8.6,46.7677536,94.43602693,86.53207834,-0.488382638,65.08556982,-0.17156574,3,6,1.1,2.6,0.9,3.8,0.272518426,93.3745575,99.29888153,106.2963486,63.91550064,6,14.32856,11.57,30.011,59.039,0.520212544,0.168719828,47.70731,50.2934
Germany,DEU,country,100,100,7.524,54.72518219,9.4,13,0.2806109,11.69622993,11.3,1.204102,27.18228,71.61365,59.976,48.463,1.54,3.89E+12,1.056603898,46793.68676,0.828957962,5.116640091,91,97,88.13451691,1.445659769,51.43,61.92,44433744,81.29268293,99,3.2,13.47565937,99.99999955,99.22538408,0.574308574,237.8229543,0.225519874,6,4,0.4,1.1,0.4,1.5,1.612633109,107.9011688,102.5161819,97.54060364,73.52105713,9,12.21997,3.14,5.77,77.376,0.308266936,1.355544448,5.3459499,90.3932
Ghana,GHA,country,27.3,83.5,66.576,70.12261593,28.572,11,8.360297,3.39142489,7.143,40.21559,18.3831,41.40126,66.643,39.409,3.683,68337974419,6.507774794,2167.92544,4.30597775,3.9,97,92,45.00963073,7.143640033,42.164,69.033,13516316,64.74,79.03964233,34.5,35.78432083,85.2423371,24.99607292,0.134411946,138.5351587,2.088931184,5,6,4.6,7.4,6,7.5,0.037778921,117.0123367,104.8414078,74.67948914,17.23296928,6,4.54779,3.463,6.532,56.707,3.236444646,0.549909234,68.810157,25.58282
Gibraltar,GIB,country,null,100,12.243,58.87328051,11.015,10,null,null,8.283,null,null,null,null,null,1.863,null,null,null,null,null,null,null,94.44,null,null,null,null,82.363,null,null,null,100,100,null,3268.5,0.113265896,4,6,null,null,null,null,null,116.5493011,107.7583008,92.89405823,null,5,null,null,null,100,0.113265896,null,null,null
Greece,GRC,country,100,100,8.309,56.62098596,7.8,10,3.156102,8.20262337,11.7,11.59859,15.33835,73.06309,42.6,14.643,1.34,2.05E+11,1.884341785,19144.28439,1.991722679,3.5880301,99,97,75.67120669,0.253007522,22.541,51.518,4735273,81.63902439,97.93595123,3.5,33.64272308,99.9999993,98.99026224,0.181738213,83.17751746,-0.105339393,6,6,0.4,1.1,0.4,1.9,0.179606944,83.80600739,99.96620178,108.0768585,148.5308838,6,7.11519,17.31,35.038,79.388,0.311210821,0.812374592,24.499842,68.10283
Greenland,GRL,country,null,100,37.748,41.86768268,15.1,10,null,null,9.8,null,null,null,null,null,2.08,2997331094,2.832177568,53309.57927,2.462731594,10.15435505,null,null,70,null,null,null,null,72.04365854,100,null,null,100,62.5,1.883893967,0.136983798,0.359917714,null,null,null,null,null,null,1.737926126,null,null,null,null,null,null,null,null,87.052,0.631266059,1.264367223,null,null
Grenada,GRD,country,89.2,92.9706955,34.096,50.81290323,16.617,12,null,4.93189621,8.008,null,null,null,null,null,2.042,1213485185,0.676511739,9887.920742,-0.050317483,null,92,94,69.61219021,0.598149765,null,null,null,74.863,98.6,14.6,54.42095566,95.63,91.49,0.953555167,360.9529412,0.724563813,5,7,2.1,2.4,1.8,3.4,0.208473966,100.4891281,106.8507614,120.1183395,104.561882,5,8.05902,null,null,36.396,1.066856844,0.680547774,null,null
Guam,GUM,country,null,100,35.43,59.81404959,16.624,0,0.7986434,null,6.304,0.237952,14.14857,85.61348,59.181,40.132,2.623,6366000000,2.595281307,37752.63308,2.628136328,null,null,null,80.51,null,45.825,62.61,77360,77.717,null,null,null,99.6952,90.18525455,0.892546296,312.2666667,-0.032018785,null,8,null,null,null,null,1.328052163,null,null,null,null,null,null,5.477,12.424,94.859,0.051277563,1.114776611,9.8490234,86.81554
Guatemala,GTM,country,46.3,95.42914581,71.729,63.36620035,22.858,16,8.377478,6.18663979,4.892,31.08465,19.05484,49.8605,57.874,49.113,2.61,77172313916,4.017897934,4647.80734,2.407414722,3.199280024,85,90,44.40104984,3.69998398,51.409,59.17,6481136,73.129,80.81067657,20.8,55.9891777,93.50770908,68.24366871,-0.573592246,154.946118,1.560386048,7,6,2.1,6.4,1.6,8.6,-1.083545089,49.07015991,101.8734894,51.14957809,22.14220047,6,1.62539,2.19,4.466,51.439,2.31165941,-0.332797736,33.763778,63.43921
Guinea,GIN,country,0.9,42.2,120.255,84.46191501,35.436,6,23.84698,4.06729603,9.712,59.59873,6.720928,33.68034,50.225,24.596,4.576,13442861497,5.616914469,1043.899886,2.970450896,1.848369956,47,47,23.36626025,9.470010393,26.445,52.88,3923389,59.72,39.6176796,66.8,59.2154274,67.67524723,27.60639759,-0.843246162,52.40737018,2.537647078,5,6,6.2,13.7,12.7,18.7,-1.216113567,16.88398361,96.92499542,36.80654144,7.018630028,7,0.46907,5.02,6.992,36.5,3.528846943,-0.767856658,90.69041,7.76576
Guinea-Bissau,GNB,country,1,30.93199539,91.379,79.10128414,32.093,9,24.29109,8.35054398,8.206,51.02494,10.14745,38.82777,54.18,33.561,4.172,1439638411,4.499999992,730.6114323,2.086875016,2.947819948,78,79,22.92009029,0.246600268,34.991,55.957,646165,60.882,59.9,52.9,65.14950562,61.37447181,24.98110645,-0.558011115,70.07315078,2.33629047,3,6,5.9,11,8.3,13.9,-1.282622933,6.69,118.69,34.16,2.64,6,4.14307,3.175,4.085,43.777,3.293474288,-0.48110652,80.34668,18.56708
Guyana,GUY,country,79.5,91.64648438,68.995,52.97034254,20.828,6,4.086859,4.93049145,7.444,15.29822,24.42618,60.2756,43.309,31.977,2.44,5173760192,5.352627426,6477.296726,3.606451281,4.5,99,98,78.63994332,2.087230892,43.808,50.08,284892,69.124,88.5,24.6,34.83069611,94.94836382,89.14988982,-0.246419206,4.057673355,1.671348097,3,6,2.8,5.8,2,11.4,-0.429063171,95.36,97.81,97.73,11.62,5,5.34695,13.52,27.005,26.689,1.982664496,0.255159825,28.679049,65.50665
Haiti,HTI,country,4.1,45.43953323,54.241,59.48412345,24.304,6,22.05059,3.91107914,7.953,46.44384,11.83702,41.71913,56.796,24.061,2.919,15016090930,-1.723096995,1345.475055,-3.026509312,1.786811352,51,65,32.47362713,18.70378257,35.525,65.874,4930691,64.255,61.7,48,39.03829004,66.32098621,36.93852759,-0.891515017,404.9505806,1.335138592,6,6,4.4,6.8,6.2,11.3,-0.966019213,5.57,113.57,17.92,1.05,7,3.45064,13.781,32.271,56.192,2.975074661,-0.746310472,73.19619,26.08829
Honduras,HND,country,48.6,91.1,73.802,55.32374694,21.628,12,9.299984,7.30497599,4.315,31.13848,20.88613,47.97541,61.005,49.424,2.427,25089937109,2.653066255,2519.366193,0.942197107,4.912849903,88,89,39.38835219,4.365871598,55.196,64.59,4399023,72.881,88.50743103,15.2,52.46878433,94.60684752,81.95255318,-0.575151563,89.00553222,1.680696685,3,6,3.1,4.2,2,6.2,-1.026000142,39.7553215,91.45,66.24,25.45789909,5,3.1686,5.55,10.457,57.73,2.784981233,-0.571716666,40.011164,49.82062
"Hong Kong SAR, China",HKG,country,null,100,2.396,43.24893211,7,9,0.2196155,null,6.5,0.1917856,13.69352,86.11466,58.792,36.775,1.064,3.63E+11,-1.672431653,48359.00325,-2.396670725,3.810600042,null,null,91.74340039,2.883208538,40.201,60.56,3992610,85.1804878,null,null,null,100,96.51735501,-0.222177982,7150.380952,0.739283471,3,6,null,null,null,null,1.596431613,101.2262421,109.3225327,107.7402802,80.98410034,6,null,2.92,8.521,100,0.739283471,0.126975581,6.0402135,91.32652
Hungary,HUN,country,100,100,21.994,51.88555477,9.5,13,0.1991512,6.29731894,13.3,4.722263,32.08878,63.18898,54.927,28.545,1.55,1.64E+11,4.864225735,16786.21364,4.911693525,4.237639904,99,99,80.37169361,3.338586354,32.212,56.872,4748584,76.3195122,99.1,3.4,27.80134964,100,97.98613537,0.772158086,107.0692636,-0.04525571,7,4,0.6,1.3,0.4,2,0.521550834,89.29873657,95.49093628,103.2610092,52.44464874,8,10.59925,3.42,11.383,71.644,0.36454098,0.343969166,6.3430972,89.17212
Iceland,ISL,country,100,100,5.538,49.61679067,12.3,10,0.0117178,8.5256052,6.3,4.036541,17.47308,78.49037,72.878,71.932,1.74,24663643102,1.805161042,68403.14481,-0.409031964,7.547359943,92,93,99.50494117,3.013971792,78.58,75.529,220983,83.16341463,99,2.1,15.54543591,99.99999846,98.78110238,1.639300942,3.575949618,2.198932258,6,7,0.4,1.3,0.2,1.5,1.758809209,95.75475311,100.9693527,115.4449615,77.58883667,7,8.07439,3.51,8.461,93.855,2.243618728,1.30392909,8.1255768,88.37971
India,IND,country,63.3,95.88594055,17.701,49.40102931,17.049,8,11.79727,2.94352531,6.71,41.38738,25.36919,33.24341,46.137,21.711,2.109,2.84E+12,3.871436941,2050.16379,2.811873102,4.4072299,91,95,29.52351142,3.729505735,28.154,49.35,501044031,70.91,74.37299347,28.3,53.379879,91.56222114,69.66314609,-0.770800412,465.1946394,1.025310772,3,5,2.6,3.9,2.1,5.5,-0.042569961,62.81083679,96.82868195,73.79296875,28.57289886,7,4.92498,6.51,22.885,34.472,2.315801985,0.269035548,73.16057,24.54571
Indonesia,IDN,country,81.6,98.85,34.867,48.27178316,16.91,9,13.12524,2.90491366,7.539,28.72393,22.29776,48.97831,65.79,41.557,2.215,1.12E+12,5.01928768,4151.227555,4.039135657,2.841850042,85,88,47.69064898,3.03058665,48.092,68.24,136201932,70.518,95.65856171,20.1,34.76155853,91.81374215,82.07270072,-0.493404567,143.5846338,0.937689274,6,6,2.1,4.8,2.9,5.2,-0.323028594,62.34365845,90.98205566,88.91017151,36.31103897,6,0.11037,3.59,13.588,55.985,2.123580212,0.132110149,48.24773,48.25441
"Iran, Islamic Rep.",IRN,country,96.7,100,33.325,44.74148003,15.118,9,4.973088,5.94786263,4.872,16.97914,32.25344,50.76744,38.998,19.367,1.77,2.84E+11,-2.658206662,3276.753265,-3.72270715,3.663199902,99,99,72.45090477,39.90734557,26.158,43.69,28702961,76.103,85.5,11.6,39.49374771,97.32361287,90.02108734,-1.706922054,53.35235871,1.099593263,1,6,1.8,4.6,1.7,5.3,-0.751262248,74.32594299,110.2767563,86.31,60.39419174,6,0.70015,10.74,25.963,75.391,1.755664998,-1.386909604,41.332378,55.03832
Iraq,IRQ,country,99,99.99102783,65.122,73.08819329,28.078,6,1.260092,4.25629616,4.301,20.05735,20.80514,59.13751,35.74,17.995,3.604,2.34E+11,5.513790575,5621.181695,3.044174774,4.7,84,82,44.32634655,-0.19896538,27.26,42.101,10698395,71.576,85.6,22.1,50.09696198,97.77878522,97.86485327,-2.603781223,95.74024251,2.368388314,2,6,2.8,4.3,2.7,5.3,-1.756373167,6.64,108.69,53.92,16.16,6,0.24048,15.11,33.989,70.678,2.658858767,-0.964400828,20.397642,77.51868
Ireland,IRL,country,100,100,5.796,53.14159159,12,10,0.4994401,6.6733737,6.3,4.434378,18.76798,76.79764,59.254,41.195,1.71,3.99E+11,5.440937334,80927.07467,4.00871471,3.294610023,94,91,87.00005524,0.939044481,47.06,62.34,2446760,82.70243902,99,2.9,11.82679081,96.00410448,89.30739082,0.96638912,71.62636087,1.367626954,5,8,0.4,0.9,0.3,1.5,1.376060009,97.26254272,100.9808578,138.091217,75.17993927,5,11.7039,4.95,12.464,63.405,1.738924175,1.305044413,10.2071691,85.59658
Isle of Man,IMN,country,null,100,18.605,58.67062404,8.888,12,null,null,10.09,null,null,null,null,null,1.614,7314966839,0.25488493,87152.45302,0.066159735,null,null,null,null,null,null,null,null,80.737,null,null,null,99.47458629,100,null,147.2508772,0.18842279,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52.735,0.466496917,null,null,null
Israel,ISR,country,100,100,8.12,66.45870054,20.1,15,0.0400504,7.47252941,5.1,0.9236776,17.05686,82.01945,61.087,42.925,3.01,4.02E+11,4.156137989,44452.23256,2.186673573,6.125780106,98,99,86.78787762,0.849783128,45.994,63.5,4125006,82.80487805,97.8,2.8,21.03798294,99.99999724,99.9420153,-0.793371558,418.3918669,1.90898264,6,6,0.4,1.1,0.4,1.6,1.041254997,110.0609436,104.530159,104.9737015,60.32519913,6,3.00583,3.8,6.672,92.501,1.998758439,0.66012001,8.1546994,87.94727
Italy,ITA,country,100,100,3.878,56.54793364,7,12,1.27896,8.6563549,10.6,3.890345,25.86684,70.24281,44.926,18.472,1.27,2.01E+12,0.483198317,33673.75096,1.648503393,4.095310211,96,94,67.85071029,0.611246944,26.078,49.89,25907430,83.49756098,99.34909821,2.6,23.46083832,99.91703407,99.88522401,0.40438509,201.9805456,-1.153028424,3,5,0.4,0.9,0.3,1.4,0.29878071,92.94664001,100.9693375,101.1882629,66.0515976,8,7.96607,9.95,29.166,70.736,-0.730852392,0.906614542,16.77288,77.25931
Jamaica,JAM,country,84.2,98.93030548,33.952,39.31058965,11.994,6,0.9463365,6.09761,7.477,15.23063,16.188,68.58138,63.87,29.985,1.37,15830766372,0.892291654,5626.170403,0.822801591,5.163640022,96,94,70.84101697,3.905100009,35.716,67.224,1487233,71.767,88.7,11.4,16.43945885,90.99735255,86.63160414,0.397309542,259.8128347,0.068899222,6,6,1.5,3.6,1.2,5.4,-0.287394255,76.23,90.62,85.35,27.13,5,3.60021,4.99,16.046,55.985,0.625966781,0.614271343,35.9704065,60.45981
